Gmt time,Open,High,Low,Close,Volume
17.02.2011 22:00:00.000,102.797,103.468,100.728,103.026,20337.798300000002
20.02.2011 22:00:00.000,103.550,108.635,103.368,108.002,18678.353900000006
21.02.2011 22:00:00.000,108.000,108.529,105.545,106.408,21097.8669
22.02.2011 22:00:00.000,106.439,112.276,105.900,112.124,18695.7581
23.02.2011 22:00:00.000,112.117,119.440,109.583,110.787,24107.796199999997
24.02.2011 22:00:00.000,110.796,113.900,110.497,112.196,25260.9163
27.02.2011 22:00:00.000,113.314,114.338,111.258,111.849,32056.2604
28.02.2011 22:00:00.000,111.817,116.739,111.701,116.535,17977.1642
01.03.2011 22:00:00.000,116.526,117.768,114.516,116.328,26422.697000000004
02.03.2011 22:00:00.000,116.307,116.877,112.877,114.451,16111.1431
03.03.2011 22:00:00.000,114.445,116.460,114.438,115.928,28135.019899999996
06.03.2011 22:00:00.000,116.200,118.477,114.487,114.560,36854.582599999994
07.03.2011 22:00:00.000,114.549,115.275,112.115,112.765,20865.953300000005
08.03.2011 22:00:00.000,112.791,116.139,112.138,116.015,20359.483999999997
09.03.2011 22:00:00.000,116.009,116.519,113.496,115.057,17678.662
10.03.2011 22:00:00.000,115.064,115.670,112.229,113.308,27894.1101
13.03.2011 21:00:00.000,112.718,114.060,111.140,113.715,41830.171299999995
14.03.2011 21:00:00.000,113.676,113.788,107.880,108.107,24784.7995
15.03.2011 21:00:00.000,108.116,111.727,106.584,110.829,22370.6427
16.03.2011 21:00:00.000,110.817,115.360,109.427,115.186,7904.037
17.03.2011 21:00:00.000,115.174,117.226,113.059,114.288,17268.071099999994
20.03.2011 21:00:00.000,115.619,116.189,114.628,114.637,21757.604000000003
21.03.2011 21:00:00.000,114.654,116.058,114.137,115.845,11683.0659
22.03.2011 21:00:00.000,115.838,116.358,115.046,115.338,11613.443
23.03.2011 21:00:00.000,115.317,115.889,114.475,115.690,8384.787999999999
24.03.2011 21:00:00.000,115.673,116.089,115.177,115.835,13510.198100000001
27.03.2011 21:00:00.000,115.594,115.958,114.525,114.746,19096.1241
28.03.2011 21:00:00.000,114.719,115.610,113.528,115.154,9299.921900000001
29.03.2011 21:00:00.000,115.163,115.677,114.514,115.155,14017.866899999997
30.03.2011 21:00:00.000,115.134,117.665,115.029,117.020,7700.611
31.03.2011 21:00:00.000,117.029,118.940,116.749,118.715,13234.960000000001
03.04.2011 21:00:00.000,119.034,121.269,118.720,121.069,17647.763899999998
04.04.2011 21:00:00.000,121.039,122.859,119.967,121.472,10328.098999999998
05.04.2011 21:00:00.000,121.487,123.346,121.348,121.998,11775.453899999999
06.04.2011 21:00:00.000,122.017,122.867,121.368,122.517,8401.611900000002
07.04.2011 21:00:00.000,122.508,126.880,122.266,126.868,16595.2729
10.04.2011 21:00:00.000,126.955,126.955,122.978,123.166,24195.4352
11.04.2011 21:00:00.000,123.238,125.328,119.976,120.988,13546.8141
12.04.2011 21:00:00.000,121.017,123.230,120.177,122.997,13788.083900000001
13.04.2011 21:00:00.000,123.007,123.107,121.125,122.285,11467.926
14.04.2011 21:00:00.000,122.245,123.990,121.566,123.349,16517.8088
17.04.2011 21:00:00.000,123.231,123.310,120.979,121.797,26139.292100000002
18.04.2011 21:00:00.000,121.807,122.258,119.017,121.157,14578.2041
19.04.2011 21:00:00.000,121.138,124.198,121.063,123.876,13853.171999999999
20.04.2011 21:00:00.000,123.846,124.798,123.176,123.930,7720.717000000001
24.04.2011 21:00:00.000,124.317,124.720,122.688,123.607,16948.795899999997
25.04.2011 21:00:00.000,123.617,124.369,122.778,123.779,9519.244999999997
26.04.2011 21:00:00.000,123.786,125.770,123.227,125.515,11786.445
27.04.2011 21:00:00.000,125.488,126.626,124.065,124.757,8612.249000000002
28.04.2011 21:00:00.000,124.746,126.059,124.228,125.848,10894.0169
01.05.2011 21:00:00.000,125.357,126.509,121.658,124.500,26575.2381
02.05.2011 21:00:00.000,124.504,124.968,121.726,122.145,12339.038899999998
03.05.2011 21:00:00.000,122.138,123.019,120.459,120.680,12875.722
04.05.2011 21:00:00.000,120.688,121.930,109.007,110.439,15953.3532
05.05.2011 21:00:00.000,110.366,114.216,105.117,109.698,35054.88820000001
08.05.2011 21:00:00.000,110.276,116.489,109.191,116.127,39822.5283
09.05.2011 21:00:00.000,116.111,117.919,113.555,117.370,17805.1159
10.05.2011 21:00:00.000,117.369,118.396,111.939,113.058,20876.2938
11.05.2011 21:00:00.000,113.077,114.509,110.125,112.947,19138.577100000006
12.05.2011 21:00:00.000,112.962,114.879,111.706,113.938,27792.1091
15.05.2011 21:00:00.000,112.403,113.468,110.116,110.196,36747.03400000001
16.05.2011 21:00:00.000,110.209,111.757,108.109,110.596,18037.5479
17.05.2011 21:00:00.000,110.503,113.069,110.374,112.138,18105.519000000004
18.05.2011 21:00:00.000,112.147,113.010,111.148,111.428,12069.070999999998
19.05.2011 21:00:00.000,111.395,112.859,108.576,112.468,29869.8278
22.05.2011 21:00:00.000,111.975,112.149,108.575,109.824,35417.9233
23.05.2011 21:00:00.000,109.817,112.620,109.479,112.176,18462.025200000004
24.05.2011 21:00:00.000,112.169,115.039,111.118,114.937,19426.328200000004
25.05.2011 21:00:00.000,114.919,115.445,114.078,114.944,12566.747
26.05.2011 21:00:00.000,114.917,115.646,114.410,114.926,15914.3979
29.05.2011 21:00:00.000,114.872,114.970,114.209,114.668,4986.375
30.05.2011 21:00:00.000,114.544,117.460,114.532,116.495,11076.514799999997
31.05.2011 21:00:00.000,116.504,117.260,113.858,114.028,14247.6169
01.06.2011 21:00:00.000,114.012,115.867,113.736,115.855,11257.724
02.06.2011 21:00:00.000,115.870,116.220,113.375,115.960,19916.7862
05.06.2011 21:00:00.000,115.936,115.936,113.945,114.189,25646.803200000006
06.06.2011 21:00:00.000,114.177,117.399,113.787,116.937,14388.581
07.06.2011 21:00:00.000,116.948,118.560,115.745,117.706,15817.242
08.06.2011 21:00:00.000,117.695,119.820,117.366,119.606,9603.203
09.06.2011 21:00:00.000,119.590,120.059,117.617,118.397,18348.7129
12.06.2011 21:00:00.000,118.322,120.220,117.108,118.769,26705.4817
13.06.2011 21:00:00.000,118.777,120.717,118.506,120.226,11552.945099999999
14.06.2011 21:00:00.000,120.255,120.307,112.296,113.909,18830.902100000003
15.06.2011 21:00:00.000,113.895,114.909,112.529,114.109,13196.030000000002
16.06.2011 21:00:00.000,114.091,114.279,111.049,113.216,21786.384100000003
19.06.2011 21:00:00.000,113.033,113.219,111.210,111.448,29319.9911
20.06.2011 21:00:00.000,111.456,113.075,109.908,110.665,16400.9233
21.06.2011 21:00:00.000,110.699,114.435,110.325,113.389,17278.821700000004
22.06.2011 21:00:00.000,113.376,113.435,105.700,108.486,17675.5461
23.06.2011 21:00:00.000,108.478,108.749,103.615,105.508,24603.824
26.06.2011 21:00:00.000,105.020,106.696,102.269,106.596,29539.0403
27.06.2011 21:00:00.000,106.606,109.016,105.329,108.779,13385.715099999998
28.06.2011 21:00:00.000,108.785,112.636,108.071,112.567,20398.6899
29.06.2011 21:00:00.000,112.575,113.210,110.696,111.950,11613.902100000003
30.06.2011 21:00:00.000,111.892,112.460,109.495,111.568,18744.9387
03.07.2011 21:00:00.000,111.883,112.116,111.019,111.395,9016.5319
04.07.2011 21:00:00.000,111.502,114.409,110.428,113.601,10467.1471
05.07.2011 21:00:00.000,113.613,114.277,111.885,114.144,19190.057099999998
06.07.2011 21:00:00.000,114.158,118.670,113.726,118.336,11505.507199999998
07.07.2011 21:00:00.000,118.350,119.849,116.868,118.216,20550.8001
10.07.2011 21:00:00.000,117.795,118.356,115.219,117.158,28982.25320000001
11.07.2011 21:00:00.000,117.128,117.799,114.948,116.956,16136.5038
12.07.2011 21:00:00.000,116.948,119.807,116.685,118.806,22195.913
13.07.2011 21:00:00.000,118.756,118.790,115.385,116.369,13030.8079
14.07.2011 21:00:00.000,116.358,117.718,115.138,117.574,17343.219699999998
17.07.2011 21:00:00.000,117.517,117.636,114.706,116.159,27032.718699999994
18.07.2011 21:00:00.000,116.166,118.419,116.045,117.311,12165.405900000002
19.07.2011 21:00:00.000,117.367,118.830,117.029,118.179,12495.346000000001
20.07.2011 21:00:00.000,118.168,119.219,116.606,117.759,9809.113999999998
21.07.2011 21:00:00.000,117.766,118.767,117.329,118.578,11659.8911
24.07.2011 21:00:00.000,118.036,118.349,116.905,117.627,22978.4579
25.07.2011 21:00:00.000,117.633,119.016,116.519,118.083,7803.877999999998
26.07.2011 21:00:00.000,118.125,118.469,117.166,117.396,13232.940900000001
27.07.2011 21:00:00.000,117.388,118.667,117.027,117.216,10206.618999999999
28.07.2011 21:00:00.000,117.223,117.668,115.726,116.609,15753.2613
31.07.2011 21:00:00.000,117.868,120.044,114.783,116.705,32630.9398
01.08.2011 21:00:00.000,116.657,118.367,115.508,115.949,16305.4699
02.08.2011 21:00:00.000,115.937,116.267,112.798,113.207,17561.0889
03.08.2011 21:00:00.000,113.189,113.719,106.988,107.353,19317.2167
04.08.2011 21:00:00.000,107.400,110.188,104.229,109.299,40709.5823
07.08.2011 21:00:00.000,106.948,107.696,102.695,103.890,46587.9098
08.08.2011 21:00:00.000,103.879,105.868,98.635,105.239,27606.561999999998
09.08.2011 21:00:00.000,105.242,107.089,103.362,105.717,32251.471799999996
10.08.2011 21:00:00.000,105.727,108.198,104.399,107.926,23312.391200000002
11.08.2011 21:00:00.000,107.865,109.094,106.837,107.830,28133.42
14.08.2011 21:00:00.000,108.048,109.968,107.388,109.689,31101.5054
15.08.2011 21:00:00.000,109.695,109.869,108.015,109.540,19090.745
16.08.2011 21:00:00.000,109.546,111.700,109.011,110.548,17771.344899999996
17.08.2011 21:00:00.000,110.557,110.727,106.246,106.485,16172.315099999998
18.08.2011 21:00:00.000,106.471,109.337,105.049,108.896,33691.3353
21.08.2011 21:00:00.000,106.850,108.708,105.127,108.442,49498.008799999996
22.08.2011 21:00:00.000,108.493,110.160,107.169,109.749,19422.752
23.08.2011 21:00:00.000,109.730,110.970,108.687,110.179,16997.365299999998
24.08.2011 21:00:00.000,110.208,111.426,108.976,110.306,15761.871200000001
25.08.2011 21:00:00.000,110.357,111.666,109.276,111.025,28407.432200000003
28.08.2011 21:00:00.000,111.290,112.696,110.506,112.071,22183.9249
29.08.2011 21:00:00.000,112.080,114.209,111.136,114.049,16355.489
30.08.2011 21:00:00.000,114.036,115.160,113.498,114.618,16867.347099999995
31.08.2011 21:00:00.000,114.572,115.329,113.595,114.096,13156.716999999999
01.09.2011 21:00:00.000,114.083,114.555,111.350,112.537,24974.556
04.09.2011 21:00:00.000,111.956,112.099,109.906,109.998,16503.2879
05.09.2011 21:00:00.000,109.788,113.310,109.785,113.064,18037.7621
06.09.2011 21:00:00.000,113.071,116.439,112.697,116.377,19523.451999999997
07.09.2011 21:00:00.000,116.385,116.569,114.085,114.097,14733.86
08.09.2011 21:00:00.000,114.080,115.139,110.850,112.597,31167.7625
11.09.2011 21:00:00.000,111.804,113.726,110.409,112.817,44327.1357
12.09.2011 21:00:00.000,112.826,113.209,111.266,111.594,16048.625799999998
13.09.2011 21:00:00.000,111.601,112.670,110.839,112.159,16667.931
14.09.2011 21:00:00.000,112.197,113.479,108.975,112.208,12034.9381
15.09.2011 21:00:00.000,112.178,114.208,111.496,112.056,16050.8751
18.09.2011 21:00:00.000,111.684,112.079,108.695,109.248,24952.1857
19.09.2011 21:00:00.000,109.286,111.560,108.691,110.439,12737.341
20.09.2011 21:00:00.000,110.419,112.418,108.987,109.077,16341.1269
21.09.2011 21:00:00.000,109.087,109.146,104.826,105.367,16168.719000000005
22.09.2011 21:00:00.000,105.339,106.968,103.406,104.038,27194.440300000006
25.09.2011 21:00:00.000,104.425,105.307,101.645,104.885,40589.124
26.09.2011 21:00:00.000,104.900,107.460,104.476,106.887,15063.339200000002
27.09.2011 21:00:00.000,106.870,107.379,103.215,103.370,21047.054300000003
28.09.2011 21:00:00.000,103.398,105.787,102.346,104.977,14805.930800000002
29.09.2011 21:00:00.000,104.903,105.025,101.755,102.314,24959.9152
02.10.2011 21:00:00.000,101.794,102.770,100.715,100.807,37434.6851
03.10.2011 21:00:00.000,100.799,102.256,99.100,102.107,20161.4479
04.10.2011 21:00:00.000,102.146,102.809,100.635,102.718,20227.895800000002
05.10.2011 21:00:00.000,102.709,105.839,101.518,105.456,13047.857000000002
06.10.2011 21:00:00.000,105.497,106.616,104.347,105.665,26486.672999999995
09.10.2011 21:00:00.000,105.930,109.468,105.625,109.383,32056.1461
10.10.2011 21:00:00.000,109.367,111.218,107.449,110.360,16417.0451
11.10.2011 21:00:00.000,110.343,112.968,109.868,111.286,19864.899
12.10.2011 21:00:00.000,111.278,111.845,109.067,111.166,13114.377900000001
13.10.2011 21:00:00.000,111.184,112.768,108.837,112.644,19400.084
16.10.2011 21:00:00.000,112.798,113.806,109.708,109.828,30032.629100000006
17.10.2011 21:00:00.000,109.834,111.860,108.426,111.123,16720.8497
18.10.2011 21:00:00.000,111.118,111.507,111.084,111.113,4.64
14.11.2011 22:00:00.000,111.350,112.570,111.050,112.320,46753000
15.11.2011 22:00:00.000,112.320,112.460,110.120,110.850,142408000
16.11.2011 22:00:00.000,110.840,111.930,107.490,107.770,127380000
17.11.2011 22:00:00.000,107.770,109.960,106.950,107.530,135887000
20.11.2011 22:00:00.000,107.230,107.700,105.630,106.880,194428000
21.11.2011 22:00:00.000,106.880,109.420,106.680,108.710,193276000
22.11.2011 22:00:00.000,108.680,108.790,106.810,106.920,141871000
23.11.2011 22:00:00.000,106.920,108.060,106.900,107.700,146777000
24.11.2011 22:00:00.000,107.540,107.760,105.830,106.520,142749000
27.11.2011 22:00:00.000,106.660,109.460,106.540,108.490,148215000
28.11.2011 22:00:00.000,108.490,110.970,108.230,110.380,150997000
29.11.2011 22:00:00.000,110.380,112.000,109.630,110.340,134220000
30.11.2011 22:00:00.000,110.340,111.210,108.180,109.070,135252000
01.12.2011 22:00:00.000,108.980,110.350,108.620,110.060,148691000
04.12.2011 22:00:00.000,110.180,111.570,109.190,109.340,131438000
05.12.2011 22:00:00.000,109.340,110.920,109.010,110.620,150918000
06.12.2011 22:00:00.000,110.620,111.460,108.980,109.540,143044000
07.12.2011 22:00:00.000,109.540,110.630,107.260,107.530,144877000
08.12.2011 22:00:00.000,107.530,108.960,107.070,108.890,145351000
11.12.2011 22:00:00.000,108.640,108.730,106.990,107.130,164594000
12.12.2011 22:00:00.000,107.130,110.810,107.040,109.600,162882000
13.12.2011 22:00:00.000,109.600,109.680,104.340,104.850,184168000
14.12.2011 22:00:00.000,103.860,105.700,102.990,103.260,251485000
15.12.2011 22:00:00.000,103.210,104.520,102.440,103.650,247809000
18.12.2011 22:00:00.000,103.600,104.540,102.350,103.780,225080000
19.12.2011 22:00:00.000,103.780,107.230,103.620,107.100,233656000
20.12.2011 22:00:00.000,107.100,108.130,106.140,107.960,177345000
21.12.2011 22:00:00.000,107.960,108.470,107.260,107.670,141377000
22.12.2011 22:00:00.000,107.670,108.520,107.380,107.960,126110000
26.12.2011 22:00:00.000,107.920,109.470,107.820,108.930,139784000
27.12.2011 22:00:00.000,108.930,109.420,106.760,107.260,138276000
28.12.2011 22:00:00.000,107.260,108.070,106.480,107.960,155573000
29.12.2011 22:00:00.000,107.960,108.200,106.600,107.040,155937000
02.01.2012 22:00:00.000,108.060,112.390,108.060,112.140,129924000
03.01.2012 22:00:00.000,112.140,113.910,111.260,113.560,148371000
04.01.2012 22:00:00.000,113.560,114.600,112.100,112.160,162369000
05.01.2012 22:00:00.000,112.160,113.650,112.030,113.430,142092000
08.01.2012 22:00:00.000,113.290,113.850,111.790,112.240,146466000
09.01.2012 22:00:00.000,112.310,113.960,112.210,113.210,145748000
10.01.2012 22:00:00.000,113.210,113.730,112.090,112.660,157201000
11.01.2012 22:00:00.000,112.660,115.080,110.290,111.170,140340000
12.01.2012 22:00:00.000,111.170,112.430,109.700,110.450,122689000
15.01.2012 22:00:00.000,110.570,111.570,110.380,111.320,153703000
16.01.2012 22:00:00.000,111.350,112.730,110.540,111.480,153385000
17.01.2012 22:00:00.000,111.490,112.170,111.180,111.840,84126000
18.01.2012 22:00:00.000,111.300,111.650,110.370,111.650,50936000
19.01.2012 22:00:00.000,111.650,112.060,109.420,110.090,90888000
22.01.2012 22:00:00.000,110.230,111.360,109.260,110.950,90167000
23.01.2012 22:00:00.000,110.950,111.110,109.700,110.170,76423000
24.01.2012 22:00:00.000,110.170,110.890,108.910,110.420,100923000
25.01.2012 22:00:00.000,110.453,111.890,110.270,111.010,105370000
26.01.2012 22:00:00.000,111.010,111.990,110.490,111.560,132582000
29.01.2012 22:00:00.000,111.320,111.780,110.250,110.950,120430000
30.01.2012 22:00:00.000,110.950,113.320,110.500,111.000,124572000
31.01.2012 22:00:00.000,111.000,112.810,110.980,111.740,134490000
01.02.2012 22:00:00.000,111.740,112.540,111.040,112.410,142274000
02.02.2012 22:00:00.000,112.410,114.680,111.930,114.680,137322000
05.02.2012 22:00:00.000,114.580,116.540,113.656,116.460,118403000
06.02.2012 22:00:00.000,116.460,117.500,115.610,116.150,146874000
07.02.2012 22:00:00.000,116.150,117.800,115.900,117.680,98007000
08.02.2012 22:00:00.000,117.680,118.770,117.280,118.730,78899000
09.02.2012 22:00:00.000,118.730,118.750,116.290,117.640,118913000
12.02.2012 22:00:00.000,117.610,118.610,117.350,117.530,83008000
13.02.2012 22:00:00.000,117.530,118.280,116.640,117.770,59485000
14.02.2012 22:00:00.000,117.770,119.850,117.380,119.090,75706000
15.02.2012 22:00:00.000,119.090,120.350,118.290,120.070,70604000
16.02.2012 22:00:00.000,120.070,120.660,118.830,119.710,70400000
19.02.2012 22:00:00.000,119.980,121.120,119.780,119.870,70724000
20.02.2012 22:00:00.000,119.870,121.860,119.180,121.010,56552000
21.02.2012 22:00:00.000,121.010,123.200,120.980,122.620,66315000
22.02.2012 22:00:00.000,122.620,124.460,122.080,124.180,75341000
23.02.2012 22:00:00.000,124.170,125.520,123.280,125.270,72263000
26.02.2012 22:00:00.000,125.200,125.480,123.030,123.170,82791000
27.02.2012 22:00:00.000,123.180,123.920,121.480,121.710,72424000
28.02.2012 22:00:00.000,121.710,123.160,120.490,122.840,78013000
29.02.2012 22:00:00.000,122.840,128.350,122.480,126.120,77123000
01.03.2012 22:00:00.000,126.130,126.160,123.110,123.560,66107000
04.03.2012 22:00:00.000,123.320,124.630,122.680,124.120,77446000
05.03.2012 22:00:00.000,124.120,124.320,121.570,122.310,70117000
06.03.2012 22:00:00.000,122.310,124.420,121.960,124.270,70117000
07.03.2012 22:00:00.000,124.270,126.290,123.760,125.350,84777000
08.03.2012 22:00:00.000,125.350,126.340,124.670,125.890,74735000
11.03.2012 21:00:00.000,125.680,125.820,124.180,125.430,72508000
12.03.2012 21:00:00.000,125.430,126.760,124.980,126.320,79671000
13.03.2012 21:00:00.000,126.320,126.640,124.610,125.130,61578000
14.03.2012 21:00:00.000,124.560,124.820,121.600,122.630,46614000
15.03.2012 21:00:00.000,122.570,125.630,122.560,125.380,71777000
18.03.2012 21:00:00.000,125.630,125.630,124.330,124.920,89259000
19.03.2012 21:00:00.000,124.920,124.930,122.800,123.720,104307000
20.03.2012 21:00:00.000,123.720,124.340,123.350,123.530,92317000
21.03.2012 21:00:00.000,123.530,123.710,121.740,122.640,102695000
22.03.2012 21:00:00.000,122.640,126.340,122.530,124.370,101796000
25.03.2012 21:00:00.000,124.440,125.190,123.830,125.050,84398000
26.03.2012 21:00:00.000,125.050,125.360,124.130,124.450,101730000
27.03.2012 21:00:00.000,124.450,124.450,122.820,123.600,117747000
28.03.2012 21:00:00.000,123.600,123.890,120.660,121.920,107263000
29.03.2012 21:00:00.000,121.920,123.230,121.780,122.110,106017000
31.03.2012 21:00:00.000,122.110,122.110,122.040,122.040,0
01.04.2012 21:00:00.000,122.140,124.990,120.970,124.700,105988000
02.04.2012 21:00:00.000,124.700,125.360,123.820,124.550,103666000
03.04.2012 21:00:00.000,124.550,124.590,121.820,121.990,105234000
04.04.2012 21:00:00.000,121.990,123.000,121.250,122.610,107877000
05.04.2012 21:00:00.000,122.610,122.720,122.610,122.720,399000
08.04.2012 21:00:00.000,122.720,122.720,120.500,122.100,62366000
09.04.2012 21:00:00.000,122.100,122.250,119.120,119.200,115556000
10.04.2012 21:00:00.000,119.200,120.520,118.720,119.680,117226000
11.04.2012 21:00:00.000,119.680,121.730,119.140,121.700,77895000
12.04.2012 21:00:00.000,121.700,121.740,120.370,121.400,101786000
15.04.2012 21:00:00.000,121.000,121.000,118.200,118.490,118006000
16.04.2012 21:00:00.000,118.454,119.340,117.980,118.660,91351000
17.04.2012 21:00:00.000,118.660,118.850,116.700,118.120,128498000
18.04.2012 21:00:00.000,118.120,119.150,117.680,118.080,88404000
19.04.2012 21:00:00.000,118.080,119.690,117.870,118.870,103618000
22.04.2012 21:00:00.000,118.850,118.910,117.210,118.870,104559000
23.04.2012 21:00:00.000,118.870,118.940,117.850,118.270,98747000
24.04.2012 21:00:00.000,118.270,119.250,117.450,119.040,95845000
25.04.2012 21:00:00.000,119.040,120.170,118.780,119.680,99310000
26.04.2012 21:00:00.000,119.680,119.950,119.060,119.600,106652000
29.04.2012 21:00:00.000,119.750,119.790,118.730,119.220,91174000
30.04.2012 21:00:00.000,119.220,120.020,118.800,119.660,88769000
01.05.2012 21:00:00.000,119.660,119.800,117.640,118.330,127061000
02.05.2012 21:00:00.000,118.330,118.450,115.920,116.160,91020000
03.05.2012 21:00:00.000,115.940,116.290,111.760,113.490,123114000
06.05.2012 21:00:00.000,113.200,113.400,110.340,113.370,103373000
07.05.2012 21:00:00.000,113.370,113.640,110.530,113.160,88644000
08.05.2012 21:00:00.000,113.160,113.300,111.310,112.770,113920000
09.05.2012 21:00:00.000,112.770,113.640,112.120,112.250,104997000
10.05.2012 21:00:00.000,112.250,112.790,111.410,112.070,102448000
13.05.2012 21:00:00.000,112.070,112.070,110.040,110.940,104393000
14.05.2012 21:00:00.000,110.950,112.530,110.740,110.900,65621000
15.05.2012 21:00:00.000,110.900,111.830,109.070,109.240,61128000
16.05.2012 21:00:00.000,109.260,111.710,106.920,106.950,108000
17.05.2012 21:00:00.000,106.950,111.710,106.560,107.090,36000
20.05.2012 21:00:00.000,107.290,111.710,106.710,109.300,75763000
21.05.2012 21:00:00.000,109.300,109.360,107.790,108.260,95971000
22.05.2012 21:00:00.000,108.260,108.290,105.390,106.120,92358000
23.05.2012 21:00:00.000,106.120,107.250,105.030,106.830,99484000
24.05.2012 21:00:00.000,106.830,107.240,106.020,106.740,89212000
27.05.2012 21:00:00.000,106.900,108.040,106.800,107.260,34929000
28.05.2012 21:00:00.000,107.260,107.950,106.060,106.830,94140000
29.05.2012 21:00:00.000,106.830,106.920,102.880,103.050,109575000
30.05.2012 21:00:00.000,103.019,104.150,101.270,101.790,96685000
31.05.2012 21:00:00.000,101.790,101.950,97.540,98.710,116501000
03.06.2012 21:00:00.000,98.820,99.100,95.630,98.890,85946000
04.06.2012 21:00:00.000,98.890,99.630,97.680,98.740,106613000
05.06.2012 21:00:00.000,98.740,101.390,98.570,100.990,124878000
06.06.2012 21:00:00.000,100.990,102.450,99.070,99.130,128349000
07.06.2012 21:00:00.000,99.130,99.970,97.190,99.940,116803000
10.06.2012 21:00:00.000,99.760,102.210,96.500,96.700,112482000
11.06.2012 21:00:00.000,96.700,97.970,96.460,97.330,92087000
12.06.2012 21:00:00.000,97.330,98.380,96.701,97.070,75856000
13.06.2012 21:00:00.000,97.070,97.800,96.330,97.028,43398000
